ITERATION 3 

PARAMS:
-> num_beams:  10 
-> no_repeat_ngram_size:  1 
-> repetition_penalty:  1.2 
-> temperature:  1.2 
-> top_k:  100 
-> top_p:  0.8 
-> max_length:  100 
 
LOSS 9.22384262084961 	 ACC 0.25 
LOSS 0.5381168723106384 	 ACC 0.0 
LOSS 0.36197251081466675 	 ACC 0.0 
LOSS 0.8220471739768982 	 ACC 0.0 
LOSS 0.5973173379898071 	 ACC 0.0 
LOSS 0.17536230385303497 	 ACC 0.0 
LOSS 0.4000755846500397 	 ACC 0.0 
LOSS 0.28912997245788574 	 ACC 0.0 
LOSS 0.7025498151779175 	 ACC 0.0 
LOSS 0.2433215230703354 	 ACC 0.0 
LOSS 0.6515778303146362 	 ACC 0.0 
LOSS 0.5529205799102783 	 ACC 0.0 
LOSS 0.9268380999565125 	 ACC 0.0 
LOSS 0.40689802169799805 	 ACC 0.0 
LOSS 0.5748399496078491 	 ACC 0.0 
LOSS 0.569920003414154 	 ACC 0.0 
LOSS 0.5784392952919006 	 ACC 0.0 
LOSS 0.5614220499992371 	 ACC 0.0 
LOSS 0.28290122747421265 	 ACC 0.0 
LOSS 0.5503562092781067 	 ACC 0.0 
LOSS 0.835730254650116 	 ACC 0.0 
LOSS 0.8763629794120789 	 ACC 0.0 
LOSS 0.16735343635082245 	 ACC 0.0 
LOSS 0.38235270977020264 	 ACC 0.0 
LOSS 0.5568943619728088 	 ACC 0.0 
LOSS 0.4780237674713135 	 ACC 0.0 
LOSS 0.7014747262001038 	 ACC 0.0 
LOSS 0.5055264234542847 	 ACC 0.0 
LOSS 0.4871780276298523 	 ACC 0.0 
LOSS 0.5422856211662292 	 ACC 0.25 
LOSS 0.6567513942718506 	 ACC 0.0 
LOSS 0.9959467649459839 	 ACC 0.0 
LOSS 0.32650867104530334 	 ACC 0.0 
LOSS 0.25226321816444397 	 ACC 0.0 
LOSS 0.1877179592847824 	 ACC 0.0 
LOSS 0.5377913117408752 	 ACC 0.0 
LOSS 0.4194003939628601 	 ACC 0.0 
LOSS 0.7366251349449158 	 ACC 0.0 
LOSS 0.296225368976593 	 ACC 0.0 
LOSS 0.3380783200263977 	 ACC 0.0 
LOSS 0.02406303770840168 	 ACC 0.0 
LOSS 0.3211740553379059 	 ACC 0.0 
LOSS 0.3461216688156128 	 ACC 0.0 
LOSS 0.3207128643989563 	 ACC 0.0 
LOSS 1.4268139600753784 	 ACC 0.0 
LOSS 0.006546482909470797 	 ACC 0.0 
LOSS 0.2936488091945648 	 ACC 0.0 
LOSS 0.13947053253650665 	 ACC 0.0 
LOSS 0.5035216808319092 	 ACC 0.0 
LOSS 0.45708754658699036 	 ACC 0.25 
LOSS 0.7150360941886902 	 ACC 0.0 
LOSS 0.5018184185028076 	 ACC 0.0 
LOSS 0.026116661727428436 	 ACC 0.0 
LOSS 0.4711320400238037 	 ACC 0.0 
LOSS 0.441025972366333 	 ACC 0.25 
LOSS 0.44433096051216125 	 ACC 0.0 
LOSS 0.13193684816360474 	 ACC 0.0 
LOSS 0.22873245179653168 	 ACC 0.0 
LOSS 0.5994676351547241 	 ACC 0.0 
LOSS 0.10746293514966965 	 ACC 0.0 
LOSS 0.467905193567276 	 ACC 0.0 
LOSS 0.23971427977085114 	 ACC 0.0 
LOSS 0.21976034343242645 	 ACC 0.0 
LOSS 0.32238468527793884 	 ACC 0.0 
LOSS 0.49314284324645996 	 ACC 0.0 
LOSS 0.22074168920516968 	 ACC 0.0 
LOSS 0.0023721237666904926 	 ACC 0.0 
LOSS 0.4341631531715393 	 ACC 0.0 
LOSS 0.446414589881897 	 ACC 0.0 
LOSS 0.227964386343956 	 ACC 0.0 
LOSS 0.5359212160110474 	 ACC 0.0 
LOSS 0.29571887850761414 	 ACC 0.0 
LOSS 0.27232980728149414 	 ACC 0.0 
LOSS 0.441972553730011 	 ACC 0.0 
LOSS 0.5550411939620972 	 ACC 0.0 
LOSS 0.22571054100990295 	 ACC 0.0 
LOSS 0.31472745537757874 	 ACC 0.0 
LOSS 0.26995179057121277 	 ACC 0.0 
LOSS 0.41195082664489746 	 ACC 0.0 
LOSS 0.5334585905075073 	 ACC 0.0 
LOSS 0.3159954249858856 	 ACC 0.0 
LOSS 0.46742475032806396 	 ACC 0.0 
LOSS 0.8436328768730164 	 ACC 0.0 
LOSS 0.3535124659538269 	 ACC 0.0 
LOSS 0.5758714079856873 	 ACC 0.0 
LOSS 0.281543493270874 	 ACC 0.0 
LOSS 0.4305788576602936 	 ACC 0.0 
LOSS 0.5792421698570251 	 ACC 0.0 
LOSS 0.3582695424556732 	 ACC 0.0 
LOSS 0.43632999062538147 	 ACC 0.0 
LOSS 0.3243808150291443 	 ACC 0.0 
LOSS 0.128996342420578 	 ACC 0.0 
LOSS 0.48339757323265076 	 ACC 0.0 
LOSS 0.3725496530532837 	 ACC 0.0 
LOSS 0.12403395771980286 	 ACC 0.0 
LOSS 0.33212918043136597 	 ACC 0.0 
LOSS 0.1414516270160675 	 ACC 0.0 
LOSS 0.45377078652381897 	 ACC 0.0 
LOSS 0.3327556252479553 	 ACC 0.0 
LOSS 0.37672752141952515 	 ACC 0.0 
LOSS 0.33549800515174866 	 ACC 0.0 
LOSS 0.525245189666748 	 ACC 0.25 
LOSS 0.17514662444591522 	 ACC 0.0 
LOSS 0.33740270137786865 	 ACC 0.0 
LOSS 0.009067859500646591 	 ACC 0.0 
LOSS 0.5997155904769897 	 ACC 0.0 
LOSS 0.24414396286010742 	 ACC 0.0 
LOSS 0.35627079010009766 	 ACC 0.0 
LOSS 0.19271151721477509 	 ACC 0.0 
LOSS 0.01803838089108467 	 ACC 0.0 
LOSS 0.3372231125831604 	 ACC 0.0 
LOSS 0.2106236219406128 	 ACC 0.0 
LOSS 0.1541823297739029 	 ACC 0.0 
LOSS 0.38766324520111084 	 ACC 0.0 
LOSS 0.3264041841030121 	 ACC 0.0 
LOSS 0.023358136415481567 	 ACC 0.0 
LOSS 0.30940431356430054 	 ACC 0.0 
LOSS 0.2220936268568039 	 ACC 0.0 
LOSS 0.4601483941078186 	 ACC 0.0 
LOSS 0.13876958191394806 	 ACC 0.0 
LOSS 0.24585261940956116 	 ACC 0.0 
LOSS 0.3046468496322632 	 ACC 0.0 
LOSS 0.21367982029914856 	 ACC 0.25 
LOSS 1.4235461950302124 	 ACC 0.0 
LOSS 1.0638200044631958 	 ACC 0.0 
LOSS 0.3777351975440979 	 ACC 0.0 
LOSS 0.12012652307748795 	 ACC 0.0 
LOSS 0.20745648443698883 	 ACC 0.0 
LOSS 0.3524928689002991 	 ACC 0.0 
LOSS 0.24745865166187286 	 ACC 0.0 
LOSS 0.2194443643093109 	 ACC 0.0 
LOSS 0.10808364301919937 	 ACC 0.0 
LOSS 0.23460064828395844 	 ACC 0.0 
LOSS 0.2081409990787506 	 ACC 0.0 
LOSS 0.010241994634270668 	 ACC 0.0 
LOSS 0.32641127705574036 	 ACC 0.0 
LOSS 0.2788030207157135 	 ACC 0.0 
LOSS 0.3911510705947876 	 ACC 0.0 
LOSS 0.935957133769989 	 ACC 0.0 
LOSS 0.1971142590045929 	 ACC 0.0 
LOSS 0.44763535261154175 	 ACC 0.0 
LOSS 0.4874070882797241 	 ACC 0.0 
LOSS 0.3580714762210846 	 ACC 0.0 
LOSS 0.29449164867401123 	 ACC 0.0 
LOSS 0.18719984591007233 	 ACC 0.0 
LOSS 0.26695045828819275 	 ACC 0.0 
LOSS 0.1925397664308548 	 ACC 0.0 
LOSS 0.28640317916870117 	 ACC 0.0 
LOSS 0.4399341642856598 	 ACC 0.0 
LOSS 0.15297845005989075 	 ACC 0.0 
LOSS 0.0880601704120636 	 ACC 0.0 
LOSS 0.2959883213043213 	 ACC 0.0 
LOSS 0.02807110734283924 	 ACC 0.0 
LOSS 0.24484321475028992 	 ACC 0.0 
LOSS 0.26890745759010315 	 ACC 0.0 
LOSS 0.3297068774700165 	 ACC 0.0 
LOSS 0.08748909831047058 	 ACC 0.0 
LOSS 0.126475527882576 	 ACC 0.0 
LOSS 0.20217213034629822 	 ACC 0.0 
LOSS 0.11054354906082153 	 ACC 0.0 
LOSS 0.2685149312019348 	 ACC 0.0 
LOSS 0.07716114073991776 	 ACC 0.0 
LOSS 0.1870381385087967 	 ACC 0.0 
LOSS 0.29725217819213867 	 ACC 0.0 
LOSS 0.08719455450773239 	 ACC 0.0 
LOSS 0.4791649878025055 	 ACC 0.0 
LOSS 0.13696104288101196 	 ACC 0.0 
LOSS 0.3152889907360077 	 ACC 0.14999999999999997 
LOSS 0.09698943793773651 	 ACC 0.0 
LOSS 0.2432156801223755 	 ACC 0.0 
LOSS 0.2152952253818512 	 ACC 0.0 
LOSS 0.3220684826374054 	 ACC 0.0 
LOSS 0.33214884996414185 	 ACC 0.0 
LOSS 0.09903979301452637 	 ACC 0.0 
LOSS 0.15074963867664337 	 ACC 0.0 
LOSS 0.4906507432460785 	 ACC 0.0 
LOSS 0.6153482794761658 	 ACC 0.0 
LOSS 0.06626109778881073 	 ACC 0.0 
LOSS 0.23786410689353943 	 ACC 0.0 
LOSS 0.15769684314727783 	 ACC 0.0 
LOSS 0.2809390723705292 	 ACC 0.0 
LOSS 0.14978110790252686 	 ACC 0.0 
LOSS 0.21996106207370758 	 ACC 0.0 
LOSS 0.14370131492614746 	 ACC 0.0 
LOSS 0.7386692762374878 	 ACC 0.0 
LOSS 0.21227741241455078 	 ACC 0.0 
LOSS 0.3126128017902374 	 ACC 0.0 
LOSS 0.10875759273767471 	 ACC 0.0 
LOSS 0.19072692096233368 	 ACC 0.0 
LOSS 0.1605297476053238 	 ACC 0.0 
LOSS 0.21378225088119507 	 ACC 0.0 
LOSS 0.21049022674560547 	 ACC 0.0 
LOSS 0.06674271076917648 	 ACC 0.0 
LOSS 0.13186991214752197 	 ACC 0.0 
LOSS 0.2622360587120056 	 ACC 0.0 
LOSS 0.4575532078742981 	 ACC 0.0 
LOSS 0.23441869020462036 	 ACC 0.0 
LOSS 0.1636553704738617 	 ACC 0.0 
LOSS 0.10657044500112534 	 ACC 0.0 
LOSS 0.16427217423915863 	 ACC 0.0 
LOSS 0.3760589063167572 	 ACC 0.0 
LOSS 0.37563881278038025 	 ACC 0.0 
LOSS 0.3296993374824524 	 ACC 0.14999999999999997 
LOSS 0.06299270689487457 	 ACC 0.0 
LOSS 0.4888664484024048 	 ACC 0.0 
LOSS 0.21944941580295563 	 ACC 0.0 
LOSS 0.042800452560186386 	 ACC 0.0 
LOSS 0.13871094584465027 	 ACC 0.0 
LOSS 0.08641192317008972 	 ACC 0.0 
LOSS 0.14693215489387512 	 ACC 0.0 
LOSS 0.14081735908985138 	 ACC 0.0 
LOSS 0.3193654417991638 	 ACC 0.0 
LOSS 0.2513084411621094 	 ACC 0.0 
LOSS 0.2533012628555298 	 ACC 0.0 
LOSS 0.10204903036355972 	 ACC 0.0 
LOSS 0.2282385379076004 	 ACC 0.0 
LOSS 0.06137632206082344 	 ACC 0.0 
LOSS 0.2828179895877838 	 ACC 0.0 
LOSS 0.24214214086532593 	 ACC 0.0 
LOSS 0.1846781224012375 	 ACC 0.0 
LOSS 0.18444162607192993 	 ACC 0.0 
LOSS 0.01176934689283371 	 ACC 0.0 
LOSS 0.23032504320144653 	 ACC 0.0 
LOSS 0.2869761884212494 	 ACC 0.0 
LOSS 0.14992733299732208 	 ACC 0.0 
LOSS 0.22825616598129272 	 ACC 0.0 
LOSS 0.44294753670692444 	 ACC 0.0 
LOSS 0.023418208584189415 	 ACC 0.0 
LOSS 0.2754439115524292 	 ACC 0.0 
LOSS 0.42507612705230713 	 ACC 0.0 
LOSS 0.1826210916042328 	 ACC 0.0 
LOSS 0.2017149031162262 	 ACC 0.0 
LOSS 0.11521106958389282 	 ACC 0.0 
LOSS 0.23785758018493652 	 ACC 0.0 
LOSS 0.09236681461334229 	 ACC 0.14999999999999997 
LOSS 0.09098009020090103 	 ACC 0.0 
LOSS 0.26418519020080566 	 ACC 0.0 
LOSS 0.25665172934532166 	 ACC 0.0 
LOSS 0.07243812084197998 	 ACC 0.0 
LOSS 0.23121823370456696 	 ACC 0.0 
LOSS 0.05005262792110443 	 ACC 0.0 
LOSS 0.14467652142047882 	 ACC 0.25 
LOSS 0.2620760500431061 	 ACC 0.0 
LOSS 0.013181045651435852 	 ACC 0.0 
LOSS 0.24670325219631195 	 ACC 0.0 
LOSS 0.1978798508644104 	 ACC 0.0 
LOSS 0.24266190826892853 	 ACC 0.0 
LOSS 0.01178909931331873 	 ACC 0.0 
LOSS 0.28819334506988525 	 ACC 0.0 
LOSS 0.12180676311254501 	 ACC 0.0 
LOSS 0.413746178150177 	 ACC 0.0 
LOSS 0.15129563212394714 	 ACC 0.0 
LOSS 0.18123061954975128 	 ACC 0.0 
LOSS 0.4867774546146393 	 ACC 0.25 
LOSS 0.3543836772441864 	 ACC 0.0 
LOSS 0.07023345679044724 	 ACC 0.0 
LOSS 0.27113834023475647 	 ACC 0.0 
LOSS 0.31616508960723877 	 ACC 0.0 
LOSS 0.14675453305244446 	 ACC 0.0 
LOSS 0.27853116393089294 	 ACC 0.0 
LOSS 0.15155525505542755 	 ACC 0.0 
LOSS 0.030894914641976357 	 ACC 0.0 
LOSS 0.4340302348136902 	 ACC 0.0 
LOSS 0.3256756663322449 	 ACC 0.0 
LOSS 0.2648649215698242 	 ACC 0.0 
LOSS 0.1380767971277237 	 ACC 0.0 
LOSS 0.24136757850646973 	 ACC 0.0 
LOSS 0.10880305618047714 	 ACC 0.0 
LOSS 0.16564445197582245 	 ACC 0.0 
LOSS 0.20340023934841156 	 ACC 0.0 
LOSS 0.318193644285202 	 ACC 0.0 
LOSS 0.09604787826538086 	 ACC 0.0 
LOSS 0.211677685379982 	 ACC 0.0 
LOSS 0.13840991258621216 	 ACC 0.0 
LOSS 0.20829829573631287 	 ACC 0.0 
LOSS 0.15686118602752686 	 ACC 0.0 
LOSS 0.04483824223279953 	 ACC 0.0 
LOSS 0.185003861784935 	 ACC 0.0 
LOSS 0.06059877201914787 	 ACC 0.0 
LOSS 0.16969110071659088 	 ACC 0.0 
LOSS 0.05334337428212166 	 ACC 0.0 
LOSS 0.16179171204566956 	 ACC 0.0 
LOSS 0.21157214045524597 	 ACC 0.0 
LOSS 0.2178681194782257 	 ACC 0.0 
LOSS 0.12104211747646332 	 ACC 0.0 
LOSS 0.16094344854354858 	 ACC 0.0 
LOSS 0.2012389749288559 	 ACC 0.0 
LOSS 0.11052228510379791 	 ACC 0.0 
LOSS 0.13480931520462036 	 ACC 0.15 
LOSS 0.007489682640880346 	 ACC 0.0 
LOSS 0.38242360949516296 	 ACC 0.0 
LOSS 0.14851826429367065 	 ACC 0.0 
LOSS 0.09731107205152512 	 ACC 0.0 
LOSS 0.11700882762670517 	 ACC 0.0 
LOSS 0.16163280606269836 	 ACC 0.0 
LOSS 0.05942055583000183 	 ACC 0.0 
LOSS 0.14386682212352753 	 ACC 0.0 
LOSS 0.10636415332555771 	 ACC 0.0 
LOSS 0.17167727649211884 	 ACC 0.0 
LOSS 0.15668092668056488 	 ACC 0.0 
LOSS 0.1185087189078331 	 ACC 0.0 
LOSS 0.032678551971912384 	 ACC 0.0 
LOSS 0.12408743798732758 	 ACC 0.0 
LOSS 0.09613267332315445 	 ACC 0.0 
LOSS 0.05873831734061241 	 ACC 0.0 
LOSS 0.07590357959270477 	 ACC 0.0 
LOSS 0.05821950361132622 	 ACC 0.0 
LOSS 0.0805385634303093 	 ACC 0.0 
LOSS 0.023762235417962074 	 ACC 0.0 
LOSS 0.10030470788478851 	 ACC 0.0 
LOSS 0.07887119799852371 	 ACC 0.0 
LOSS 0.15587040781974792 	 ACC 0.0 
LOSS 0.10263705253601074 	 ACC 0.0 
LOSS 0.0747295469045639 	 ACC 0.0 
LOSS 0.03405868262052536 	 ACC 0.0 
LOSS 0.23033499717712402 	 ACC 0.0 
LOSS 0.07164609432220459 	 ACC 0.0 
LOSS 0.10446301847696304 	 ACC 0.0 
LOSS 0.055187974125146866 	 ACC 0.0 
LOSS 0.010833587497472763 	 ACC 0.0 
LOSS 0.13271662592887878 	 ACC 0.0 
LOSS 0.11036217212677002 	 ACC 0.0 
LOSS 0.1497155874967575 	 ACC 0.0 
LOSS 0.08071327954530716 	 ACC 0.0 
LOSS 0.0706406757235527 	 ACC 0.0 
LOSS 0.041218582540750504 	 ACC 0.0 
LOSS 0.07330989092588425 	 ACC 0.0 
LOSS 0.45840007066726685 	 ACC 0.0 
LOSS 0.05910690501332283 	 ACC 0.0 
LOSS 0.05097631737589836 	 ACC 0.0 
LOSS 0.02273423969745636 	 ACC 0.0 
LOSS 0.02363763563334942 	 ACC 0.0 
LOSS 0.148121640086174 	 ACC 0.0 
LOSS 0.09625754505395889 	 ACC 0.0 
LOSS 0.1100299134850502 	 ACC 0.0 
LOSS 0.07213015109300613 	 ACC 0.0 
LOSS 0.08563947677612305 	 ACC 0.0 
LOSS 0.06414448469877243 	 ACC 0.14999999999999997 
LOSS 0.15898391604423523 	 ACC 0.0 
LOSS 0.08813751488924026 	 ACC 0.0 
LOSS 0.0388450063765049 	 ACC 0.0 
LOSS 0.11939682066440582 	 ACC 0.0 
LOSS 0.032283756881952286 	 ACC 0.0 
LOSS 0.0767369344830513 	 ACC 0.0 
LOSS 0.000756415945943445 	 ACC 0.0 
LOSS 0.025572123005986214 	 ACC 0.25 
LOSS 0.09888121485710144 	 ACC 0.25 
LOSS 0.2931460440158844 	 ACC 0.25 
LOSS 0.07049902528524399 	 ACC 0.25 
LOSS 0.04047413170337677 	 ACC 0.0 
LOSS 0.02533607929944992 	 ACC 0.0 
LOSS 0.12110728770494461 	 ACC 0.0 
LOSS 0.0917840227484703 	 ACC 0.0 
LOSS 0.0006087888614274561 	 ACC 0.0 
LOSS 0.07373060286045074 	 ACC 0.0 
LOSS 0.0033661313354969025 	 ACC 0.0 
LOSS 0.0259889867156744 	 ACC 0.0 
LOSS 0.04342713952064514 	 ACC 0.0 
LOSS 0.07128825783729553 	 ACC 0.0 
LOSS 0.013169837184250355 	 ACC 0.0 
LOSS 0.06446937471628189 	 ACC 0.0 
LOSS 0.023829489946365356 	 ACC 0.0 
LOSS 0.10429220646619797 	 ACC 0.0 
LOSS 0.16010835766792297 	 ACC 0.0 
LOSS 0.06487268954515457 	 ACC 0.0 
LOSS 0.030988449230790138 	 ACC 0.0 
LOSS 0.1224306970834732 	 ACC 0.0 
LOSS 0.03475324809551239 	 ACC 0.0 
LOSS 0.08151467144489288 	 ACC 0.0 
LOSS 0.08061198145151138 	 ACC 0.0 
LOSS 0.11074972152709961 	 ACC 0.0 
LOSS 0.06133837252855301 	 ACC 0.0 
LOSS 0.008497540839016438 	 ACC 0.0 
LOSS 0.12535203993320465 	 ACC 0.25 
LOSS 0.04944688081741333 	 ACC 0.0 
LOSS 0.10354293137788773 	 ACC 0.25 
LOSS 0.06985915452241898 	 ACC 0.0 
LOSS 0.21598292887210846 	 ACC 0.0 
LOSS 0.055116210132837296 	 ACC 0.0 
LOSS 0.053937602788209915 	 ACC 0.0 
LOSS 0.05380221828818321 	 ACC 0.0 
LOSS 0.12369733303785324 	 ACC 0.0 
LOSS 0.07819949090480804 	 ACC 0.0 
LOSS 0.033495765179395676 	 ACC 0.0 
LOSS 0.10529232025146484 	 ACC 0.0 
LOSS 0.028382940217852592 	 ACC 0.25 
LOSS 0.08273045718669891 	 ACC 0.0 
LOSS 0.03957963362336159 	 ACC 0.0 
LOSS 0.07711676508188248 	 ACC 0.0 
LOSS 0.041850291192531586 	 ACC 0.0 
LOSS 0.1165199726819992 	 ACC 0.25 
LOSS 0.10018028318881989 	 ACC 0.0 
LOSS 0.028607657179236412 	 ACC 0.0 
LOSS 0.12635500729084015 	 ACC 0.0 
LOSS 0.06358127295970917 	 ACC 0.0 
LOSS 0.06850532442331314 	 ACC 0.0 
LOSS 0.096739262342453 	 ACC 0.0 
LOSS 0.05015803501009941 	 ACC 0.0 
LOSS 0.15325139462947845 	 ACC 0.0 
LOSS 0.03334583714604378 	 ACC 0.0 
LOSS 0.10560613870620728 	 ACC 0.0 
LOSS 0.0518476739525795 	 ACC 0.0 
LOSS 0.08713389933109283 	 ACC 0.0 
LOSS 0.07228723168373108 	 ACC 0.0 
LOSS 0.036296095699071884 	 ACC 0.0 
LOSS 0.040383219718933105 	 ACC 0.0 
LOSS 0.04992632567882538 	 ACC 0.0 
LOSS 0.44249626994132996 	 ACC 0.0 
LOSS 0.03296998515725136 	 ACC 0.0 
LOSS 0.05873735621571541 	 ACC 0.0 
LOSS 0.03518398106098175 	 ACC 0.0 
LOSS 0.8659960031509399 	 ACC 0.0 
LOSS 0.057658422738313675 	 ACC 0.0 
LOSS 0.2025722712278366 	 ACC 0.0 
LOSS 0.17970411479473114 	 ACC 0.0 
LOSS 0.02726597525179386 	 ACC 0.25 
LOSS 0.0017536729574203491 	 ACC 0.0 
LOSS 0.09274967759847641 	 ACC 0.0 
LOSS 0.023854853585362434 	 ACC 0.0 
LOSS 0.08535163104534149 	 ACC 0.0 
LOSS 0.10091254860162735 	 ACC 0.25 
LOSS 0.05557383596897125 	 ACC 0.0 
LOSS 0.02650959976017475 	 ACC 0.0 
LOSS 0.1328151822090149 	 ACC 0.0 
LOSS 0.0365615151822567 	 ACC 0.0 
LOSS 0.1537291705608368 	 ACC 0.0 
LOSS 0.006554098334163427 	 ACC 0.0 
LOSS 0.07780943810939789 	 ACC 0.0 
LOSS 0.050005946308374405 	 ACC 0.0 
LOSS 0.1162753701210022 	 ACC 0.0 
LOSS 0.1788060963153839 	 ACC 0.0 
LOSS 0.025405792519450188 	 ACC 0.0 
LOSS 0.03248048201203346 	 ACC 0.0 
LOSS 0.06246146559715271 	 ACC 0.0 
LOSS 0.06311134994029999 	 ACC 0.0 
LOSS 0.09304016083478928 	 ACC 0.0 
LOSS 0.023746861144900322 	 ACC 0.0 
LOSS 0.03919314220547676 	 ACC 0.25 
LOSS 0.07289467751979828 	 ACC 0.0 
LOSS 0.09576588869094849 	 ACC 0.0 
LOSS 0.05894599109888077 	 ACC 0.0 
LOSS 0.10170520097017288 	 ACC 0.0 
LOSS 0.07606469839811325 	 ACC 0.0 
LOSS 0.07959640026092529 	 ACC 0.0 
LOSS 0.2123464047908783 	 ACC 0.0 
LOSS 0.027071913704276085 	 ACC 0.0 
LOSS 0.09899170696735382 	 ACC 0.0 
LOSS 0.07880335301160812 	 ACC 0.0 
LOSS 0.03940485045313835 	 ACC 0.0 
LOSS 0.07698485255241394 	 ACC 0.0 
LOSS 0.043102167546749115 	 ACC 0.0 
LOSS 0.06157930940389633 	 ACC 0.0 
LOSS 0.09447795152664185 	 ACC 0.0 
LOSS 0.10339932888746262 	 ACC 0.0 
LOSS 0.0496944785118103 	 ACC 0.0 
LOSS 0.09176257997751236 	 ACC 0.0 
LOSS 0.05428294464945793 	 ACC 0.25 
LOSS 0.07722816616296768 	 ACC 0.0 
LOSS 0.11834830045700073 	 ACC 0.0 
LOSS 0.050403621047735214 	 ACC 0.0 
LOSS 0.07567352056503296 	 ACC 0.0 
LOSS 0.12577083706855774 	 ACC 0.0 
LOSS 0.05652342364192009 	 ACC 0.0 
LOSS 0.10334193706512451 	 ACC 0.0 
LOSS 0.11496392637491226 	 ACC 0.0 
LOSS 0.06349426507949829 	 ACC 0.0 
LOSS 0.13532273471355438 	 ACC 0.0 
LOSS 0.07579267770051956 	 ACC 0.0 
LOSS 0.19722402095794678 	 ACC 0.0 
LOSS 0.017824802547693253 	 ACC 0.0 
LOSS 0.0885465145111084 	 ACC 0.0 
LOSS 0.06004384532570839 	 ACC 0.0 
LOSS 0.09616117924451828 	 ACC 0.0 
LOSS 0.051666807383298874 	 ACC 0.0 
LOSS 0.08051148056983948 	 ACC 0.0 
LOSS 0.055880993604660034 	 ACC 0.25 
LOSS 0.0648702010512352 	 ACC 0.0 
LOSS 0.005747701972723007 	 ACC 0.0 
LOSS 0.006253562867641449 	 ACC 0.0 
LOSS 0.05880783870816231 	 ACC 0.0 
LOSS 0.09065786749124527 	 ACC 0.0 
LOSS 0.004585811402648687 	 ACC 0.0 
LOSS 0.12201385200023651 	 ACC 0.0 
LOSS 0.02361428551375866 	 ACC 0.0 
LOSS 0.037519924342632294 	 ACC 0.0 
LOSS 0.051425039768218994 	 ACC 0.0 
LOSS 0.12516102194786072 	 ACC 0.0 
LOSS 0.06771931052207947 	 ACC 0.0 
LOSS 0.1047830581665039 	 ACC 0.0 
LOSS 0.08501482009887695 	 ACC 0.0 
LOSS 0.12453725188970566 	 ACC 0.0 
LOSS 0.12245389074087143 	 ACC 0.0 
LOSS 0.06107581779360771 	 ACC 0.0 
LOSS 0.01419274415820837 	 ACC 0.0 
LOSS 0.004768718034029007 	 ACC 0.0 
LOSS 0.07161217927932739 	 ACC 0.0 
LOSS 0.09865569323301315 	 ACC 0.0 
LOSS 0.0029274998232722282 	 ACC 0.14999999999999997 
LOSS 0.10105617344379425 	 ACC 0.0 
LOSS 0.05282680690288544 	 ACC 0.0 
LOSS 0.02684408612549305 	 ACC 0.0 
LOSS 0.30728602409362793 	 ACC 0.0 
LOSS 0.04309273883700371 	 ACC 0.0 
LOSS 0.10830549150705338 	 ACC 0.25 
LOSS 0.08625133335590363 	 ACC 0.14999999999999997 
LOSS 0.08344502002000809 	 ACC 0.0 
LOSS 0.15234783291816711 	 ACC 0.0 
LOSS 0.07451173663139343 	 ACC 0.0 
LOSS 0.11169501394033432 	 ACC 0.0 
LOSS 0.050751566886901855 	 ACC 0.0 
LOSS 0.20046161115169525 	 ACC 0.0 
LOSS 0.05752166360616684 	 ACC 0.0 
LOSS 0.06622232496738434 	 ACC 0.0 
LOSS 0.0469585657119751 	 ACC 0.0 
LOSS 0.11425898224115372 	 ACC 0.0 
LOSS 0.055092692375183105 	 ACC 0.0 
LOSS 0.005304280668497086 	 ACC 0.0 
LOSS 0.16985401511192322 	 ACC 0.0 
LOSS 0.14857041835784912 	 ACC 0.0 
LOSS 0.5290059447288513 	 ACC 0.0 
LOSS 0.0018085878109559417 	 ACC 0.0 
LOSS 0.09382075071334839 	 ACC 0.0 
LOSS 0.08628979325294495 	 ACC 0.0 
LOSS 0.1380171924829483 	 ACC 0.0 
LOSS 0.07481806725263596 	 ACC 0.0 
LOSS 0.07531900703907013 	 ACC 0.0 
LOSS 0.06828980892896652 	 ACC 0.0 
LOSS 0.07995275408029556 	 ACC 0.0 
LOSS 0.11089566349983215 	 ACC 0.0 
LOSS 0.06826454401016235 	 ACC 0.0 
LOSS 0.05658331513404846 	 ACC 0.0 
LOSS 0.0569794625043869 	 ACC 0.0 
LOSS 0.06301980465650558 	 ACC 0.0 
LOSS 0.43743187189102173 	 ACC 0.0 
LOSS 0.02806912548840046 	 ACC 0.25 
LOSS 0.05537059158086777 	 ACC 0.0 
LOSS 0.07176589220762253 	 ACC 0.0 
LOSS 0.09132501482963562 	 ACC 0.0 
LOSS 0.04059472680091858 	 ACC 0.25 
LOSS 0.27223050594329834 	 ACC 0.0 
LOSS 0.6459335088729858 	 ACC 0.14999999999999997 
LOSS 0.171303853392601 	 ACC 0.0 
LOSS 0.04671849310398102 	 ACC 0.0 
LOSS 0.13048918545246124 	 ACC 0.4 
LOSS 0.023466574028134346 	 ACC 0.0 
LOSS 0.056859903037548065 	 ACC 0.0 
LOSS 0.05253547802567482 	 ACC 0.25 
LOSS 0.12412481009960175 	 ACC 0.0 
LOSS 0.028245212510228157 	 ACC 0.0 
LOSS 0.06145656108856201 	 ACC 0.0 
LOSS 0.18196336925029755 	 ACC 0.0 
LOSS 0.07526657730340958 	 ACC 0.0 
LOSS 0.10182633250951767 	 ACC 0.14999999999999997 
LOSS 0.09686573594808578 	 ACC 0.0 
