Pred: don           True: don
Pred: <pad>         True: <pad>

Pred: gar           True: gar
Pred: bage          True: bage
Pred:  can          True:  can
Pred: </s>          True: </s>

Pred: block         True: block
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7539663314819336 
------------------------- 
Pred: cross         True: cross
Pred: ed            True: ed
Pred:  legs         True:  legs
Pred: </s>          True: </s>

Pred: 2             True: 2
Pred:  years        True:  years
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ann           True: ann
Pred: iversary      True: iversary
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: root          True: root
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.6635278463363647 
------------------------- 
Pred: ty            True: ty
Pred: ping          True: ping
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: ort           True: ort
Pred: ell           True: ell
Pred: ini           True: ini
Pred: </s>          True: </s>

Pred: ban           True: ban
Pred: anna          True: anna
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: g             True: g
Pred: ravel         True: ravel
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7546093463897705 
------------------------- 
Pred: k             True: k
Pred: oh            True: oh
Pred: ler           True: ler
Pred: </s>          True: </s>

Pred: m             True: m
Pred: amm           True: amm
Pred: al            True: al
Pred: </s>          True: </s>

Pred: u             True: u
Pred:  turn         True:  turn
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: blue          True: blue
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: </s>          True: <pad>

LOSS: 0.5169521570205688 
------------------------- 
Pred: size          True: size
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: o             True: o
Pred: ars           True: ars
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: to            True: to
Pred:  catch        True:  catch
Pred:  ball         True:  ball
Pred: </s>          True: </s>

Pred: te            True: te
Pred: al            True: al
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.652503490447998 
------------------------- 
Pred: train         True: train
Pred:  track        True:  track
Pred:  repair       True:  repair
Pred: </s>          True: </s>

Pred: warm          True: warm
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: k             True: k
Pred: ite           True: ite
Pred:  flying       True:  flying
Pred: </s>          True: </s>

Pred: cd            True: cd
Pred: l             True: l
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.5152995586395264 
------------------------- 
Pred: blue          True: blue
Pred: berries       True: berries
Pred: </s>          True: </s>

Pred: safe          True: safe
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: happy         True: happy
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: outside       True: outside
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.6852676868438721 
------------------------- 
Pred: kit           True: kit
Pred: chen          True: chen
Pred: </s>          True: </s>

Pred: ire           True: ire
Pred: land          True: land
Pred: </s>          True: </s>

Pred: b             True: b
Pred: asket         True: asket
Pred: </s>          True: </s>

Pred: l             True: l
Pred: ily           True: ilies
Pred: </s>          True: </s>

LOSS: 0.12910564243793488 
------------------------- 
Pred: rawl          True: rawl
Pred: ings          True: ings
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: picture       True: picture
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: </s>          True: <pad>

Pred: that          True: that
Pred:  cat          True:  cat
Pred:  toy          True:  toy
Pred: </s>          True: </s>

Pred: button        True: button
Pred:  up           True:  up
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.7537280321121216 
------------------------- 
Pred: c             True: c
Pred: ord           True: ord
Pred: </s>          True: </s>

Pred: ind           True: ind
Pred: ian           True: ian
Pred: </s>          True: </s>

Pred: gr            True: gr
Pred: illed         True: illed
Pred: </s>          True: </s>

Pred: light         True: light
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.21169470250606537 
------------------------- 
Pred: b             True: b
Pred: ulk           True: ulk
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ben           True: ben
Pred: jamin         True: jamin
Pred:  frank        True:  frank
Pred: lin           True: lin
Pred: </s>          True: </s>

Pred: warm          True: warm
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ready         True: ready
Pred:  hit          True:  to
Pred:  hit          True:  hit
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 1.1235467195510864 
------------------------- 
Pred: fire          True: fire
Pred:  fighter      True:  fighter
Pred: </s>          True: </s>

Pred: apple         True: apple
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: be            True: be
Pred: agle          True: agle
Pred: </s>          True: </s>

Pred: no            True: no
Pred: ah            True: ah
Pred: </s>          True: </s>

LOSS: 0.2113679051399231 
------------------------- 
Pred: park          True: park
Pred: ing           True: ing
Pred: </s>          True: </s>

Pred: che           True: che
Pred: vy            True: vy
Pred: </s>          True: </s>

Pred: th            True: th
Pred: rowing        True: rowing
Pred: </s>          True: </s>

Pred: rest          True: rest
Pred: ing           True: ing
Pred: </s>          True: </s>

LOSS: 0.005710869561880827 
------------------------- 
Pred: dies          True: dies
Pred: el            True: el
Pred: </s>          True: </s>

Pred: cream         True: cream
Pred:  cheese       True:  cheese
Pred: </s>          True: </s>

Pred: healthy       True: healthy
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: r             True: r
Pred: iding         True: iding
Pred: </s>          True: </s>

LOSS: 0.25662028789520264 
------------------------- 
Pred: tie           True: tie
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: pe            True: pe
Pred: cking         True: cking
Pred: </s>          True: </s>

Pred: silver        True: silver
Pred: </s>          True: </s>
Pred: </s>          True: <pad>

Pred: air           True: air
Pred:  force        True:  force
Pred: </s>          True: </s>

LOSS: 0.46943554282188416 
------------------------- 
Pred: kids          True: kids
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: te            True: te
Pred: ak            True: ak
Pred: </s>          True: </s>

Pred: ch            True: ch
Pred: ocolate       True: ocolate
Pred: </s>          True: </s>

Pred: reading       True: reading
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.4361501634120941 
------------------------- 
Pred: mic           True: mic
Pred: row           True: row
Pred: ave           True: ave
Pred: </s>          True: </s>

Pred: b             True: b
Pred: attery        True: attery
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: fork          True: fork
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: arming        True: arming
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.60490882396698 
------------------------- 
Pred: cow           True: cow
Pred: boy           True: boy
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: to            True: to
Pred: fu            True: fu
Pred: </s>          True:  bu
Pred: </s>          True: gers
Pred: </s>          True: </s>

Pred: hitting       True: hitting
Pred:  hitting      True:  something
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: asia          True: asia
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 1.139116883277893 
------------------------- 
Pred: rad           True: rad
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: wood          True: wood
Pred: y             True: y
Pred:  wood         True:  wood
Pred: pe            True: pe
Pred: cker          True: cker
Pred: </s>          True: </s>

Pred: du            True: du
Pred: ck            True: ck
Pred:  hunting      True:  hunting
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: first         True: first
Pred:  base         True:  base
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.9516084790229797 
------------------------- 
Pred: country       True: country
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: even          True: even
Pred: ing           True: ing
Pred: </s>          True: </s>

Pred: un            True: un
Pred: iversity      True: iversity
Pred: </s>          True: </s>

Pred: cur           True: cur
Pred: tain          True: tain
Pred: </s>          True: </s>

LOSS: 0.21813881397247314 
------------------------- 
Pred: wi            True: wi
Pred:  boxing       True:  boxing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: vol           True: vol
Pred: ks            True: ks
Pred: wagen         True: wagen
Pred: </s>          True: </s>

Pred: right         True: right
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: bridge        True: bridge
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.8051310777664185 
------------------------- 
Pred: n             True: n
Pred: ylon          True: ylon
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: men           True: men
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: tab           True: tab
Pred: l             True: l
Pred: </s>          True: oid
Pred: </s>          True: </s>

Pred: 1             True: 1
Pred:  way          True:  way
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.6628780364990234 
------------------------- 
Pred: 110           True: 110
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: i             True: i
Pred: 'm            True: 'm
Pred:  leaving      True:  leaving
Pred: </s>          True:  on
Pred:  jet          True:  jet
Pred:  plane        True:  plane
Pred: </s>          True: </s>

Pred: sun           True: sun
Pred: rise          True: rise
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ink           True: ink
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 1.3479403257369995 
------------------------- 
Pred: number        True: number
Pred:  5            True:  5
Pred: </s>          True: </s>

Pred: day           True: day
Pred: time          True: time
Pred: </s>          True: </s>

Pred: bike          True: bike
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: sw            True: sw
Pred: inging        True: inging
Pred: </s>          True: </s>

LOSS: 0.2876950800418854 
------------------------- 
Pred: esp           True: esp
Pred: n             True: n
Pred: </s>          True: </s>

Pred: turn          True: turn
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: outside       True: outside
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: oil           True: oil
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.6193868517875671 
------------------------- 
Pred: flying        True: flying
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: sur           True: sur
Pred: f             True: f
Pred: </s>          True: </s>

Pred: sle           True: sle
Pred: eping         True: eping
Pred: </s>          True: </s>

Pred: p             True: p
Pred: ixie          True: ixie
Pred: </s>          True: </s>

LOSS: 0.2083677500486374 
------------------------- 
Pred: huge          True: huge
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: no            True: no
Pred:  personal     True:  personal
Pred: ization       True: ization
Pred: </s>          True: </s>

Pred: cross         True: cross
Pred: word          True: word
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: air           True: air
Pred: plane         True: plane
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.790259838104248 
------------------------- 
Pred: sim           True: sim
Pred: ulation       True: ulation
Pred: </s>          True: </s>

Pred: walking       True: walking
Pred: </s>          True: </s>
Pred: </s>          True: <pad>

Pred: 18            True: 18
Pred: 80            True: 80
Pred: </s>          True: </s>

Pred: hot           True: hot
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.5061675310134888 
------------------------- 
Pred: t             True: t
Pred: we            True: we
Pred: ety           True: ety
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: ert           True: ert
Pred: il            True: il
Pred: izer          True: izer
Pred: </s>          True: </s>

Pred: ger           True: ger
Pred: many          True: many
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: sur           True: sur
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7059510946273804 
------------------------- 
Pred: d             True: d
Pred: aff           True: aff
Pred: od            True: od
Pred: ils           True: ils
Pred: </s>          True: </s>

Pred: metal         True: metal
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: ok            True: ok
Pred: </s>          True: yo
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: very          True: very
Pred: </s>          True:  big
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.8311023712158203 
------------------------- 
Pred: lex           True: lex
Pred: us            True: us
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ted           True: ted
Pred:  talk         True:  talk
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: he            True: he
Pred:  threw        True:  threw
Pred:  fr           True:  fr
Pred: is            True: is
Pred: bee           True: bee
Pred: </s>          True: </s>

Pred: c             True: c
Pred: oc            True: oc
Pred: onut          True: onut
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7502667307853699 
------------------------- 
Pred: player        True: player
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: vis           True: vis
Pred: it            True: it
Pred: ng            True: ng
Pred: </s>          True: </s>

Pred: road          True: road
Pred:  bike         True:  bike
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: str           True: str
Pred: atus          True: atus
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.6064915657043457 
------------------------- 
Pred: trans         True: trans
Pred: port          True: port
Pred: a             True: a
Pred: ion           True: ion
Pred: </s>          True: </s>

Pred: ste           True: ste
Pred: amed          True: amed
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: 15            True: 15
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: 12            True: 12
Pred:  years        True:  years
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7991466522216797 
------------------------- 
Pred: pl            True: pl
Pred: umber         True: umber
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: engine        True: engine
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: objects       True: objects
Pred: objects       True:  in
Pred:  mirror       True:  mirror
Pred: </s>          True:  are
Pred: </s>          True:  closer
Pred:  than         True:  than
Pred: </s>          True:  they
Pred: <pad>         True:  appear
Pred: </s>          True: </s>

Pred: buff          True: buff
Pred: alo           True: alo
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 2.225435733795166 
------------------------- 
Pred: past          True: past
Pred: a             True: a
Pred: </s>          True: </s>

Pred: library       True: library
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: dark          True: dark
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: her           True: her
Pred: d             True: d
Pred: </s>          True: </s>

LOSS: 0.3933973014354706 
------------------------- 
Pred: 450           True: 450
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: blue          True: blue
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: pat           True: pat
Pred: io            True: io
Pred: </s>          True: </s>

Pred: bugs          True: bugs
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.6811078190803528 
------------------------- 
Pred: pu            True: pu
Pred: erto          True: erto
Pred:  r            True:  r
Pred: ico           True: ico
Pred: </s>          True: </s>

Pred: ant           True: ant
Pred: ique          True: ique
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: pole          True: pole
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: poor          True: poor
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.8650952577590942 
------------------------- 
Pred: ger           True: ger
Pred: man           True: man
Pred:  she          True:  she
Pred: pard          True: pard
Pred: </s>          True: </s>

Pred: le            True: le
Pred: ather         True: ather
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: un            True: un
Pred: packed        True: packed
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: rance         True: rance
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.680629312992096 
------------------------- 
Pred: court         True: court
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: sung          True: sung
Pred: lasses        True: lasses
Pred: </s>          True: </s>

Pred: dr            True: dr
Pred: inking        True: inking
Pred: </s>          True: </s>

Pred: 22            True: 22
Pred:  lbs          True:  lbs
Pred: </s>          True: </s>

LOSS: 0.32906410098075867 
------------------------- 
Pred: 7             True: 7
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: v             True: v
Pred: itamin        True: itamin
Pred:  c            True:  c
Pred: </s>          True: </s>

Pred: 350           True: 350
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: direct        True: direct
Pred: ing           True: ing
Pred:  traffic      True:  traffic
Pred: </s>          True: </s>

LOSS: 0.623498260974884 
------------------------- 
Pred: bre           True: bre
Pred: ck            True: ck
Pred: in            True: in
Pred: ridge         True: ridge
Pred: </s>          True: </s>

Pred: first         True: first
Pred:  base         True:  base
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: ry            True: ry
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: pick          True: pick
Pred: up            True: up
Pred:  truck        True:  truck
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.5247639417648315 
------------------------- 
Pred: big           True: big
Pred:  ben          True:  ben
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: gran          True: gran
Pred: ite           True: ite
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: s             True: s
Pred: omb           True: omb
Pred: rero          True: rero
Pred: </s>          True: </s>

Pred: car           True: car
Pred: rot           True: rot
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.4576126039028168 
------------------------- 
Pred: n             True: n
Pred: ike           True: ike
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: g             True: g
Pred: oth           True: oth
Pred: ic            True: ic
Pred: </s>          True: </s>

Pred: beta          True: beta
Pred: in            True:  ker
Pred: atin          True: atin
Pred: </s>          True: </s>

Pred: wine          True: wine
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7132797837257385 
------------------------- 
Pred: u             True: u
Pred: u             True:  haul
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: g             True: g
Pred: ri            True: ri
Pred: zz            True: zz
Pred: ly            True: ly
Pred:  bear         True:  bear
Pred: </s>          True: </s>

Pred: drivers       True: drivers
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: sle           True: sle
Pred: eping         True: eping
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.9171442985534668 
------------------------- 
Pred: scroll        True: scroll
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: tw            True: tw
Pred: ice           True: ice
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: d             True: d
Pred: ining         True: ining
Pred:  room         True:  room
Pred: </s>          True: </s>

Pred: per           True: per
Pred: u             True: u
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.5604095458984375 
------------------------- 
Pred: oxy           True: oxy
Pred: gen           True: gen
Pred: ize           True: ize
Pred: </s>          True: </s>

Pred: be            True: be
Pred: ef            True: ef
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: c             True: c
Pred: org           True: org
Pred: i             True: i
Pred: </s>          True: </s>

Pred: s             True: s
Pred: ad            True: ad
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.2648494839668274 
------------------------- 
Pred: dies          True: dies
Pred: el            True: el
Pred: </s>          True: </s>

Pred: long          True: long
Pred: </s>          True: </s>
Pred: </s>          True: <pad>

Pred: n             True: n
Pred: intendo       True: intendo
Pred: </s>          True: </s>

Pred: c             True: c
Pred: ubs           True: ubs
Pred: </s>          True: </s>

LOSS: 0.39589282870292664 
------------------------- 
Pred: ton           True: ton
Pred: y             True: y
Pred:  hawk         True:  hawk
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: electric      True: electric
Pred: ity           True: ity
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: har           True: har
Pred: ley           True: ley
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: se            True: se
Pred: ag            True: ag
Pred: ull           True: ull
Pred: s             True: s
Pred: </s>          True: </s>

LOSS: 0.5524080991744995 
------------------------- 
Pred: serving       True: serving
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: ow            True: ow
Pred: els           True: els
Pred: </s>          True: </s>

Pred: second        True: second
Pred:  base         True:  base
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: fake          True: fake
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.6756365895271301 
------------------------- 
Pred: ve            True: ve
Pred: get           True: get
Pred: ab            True: ab
Pred: ll            True: ll
Pred: es            True: es
Pred: </s>          True: </s>

Pred: bench         True: bench
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: </s>          True: <pad>
Pred: </s>          True: <pad>
Pred: <pad>         True: <pad>

Pred: is            True: is
Pred: land          True: land
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: 0             True: 0
Pred:  mph          True:  mph
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.9754063487052917 
------------------------- 
Pred: 1800          True: 1800
Pred: s             True: s
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: hold          True: hold
Pred:  hands        True:  hands
Pred:  hand         True:  to
Pred:  cross        True:  cross
Pred: </s>          True: </s>

Pred: cool          True: cool
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: land          True: land
Pred: ing           True: ing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.7982357740402222 
------------------------- 
Pred: day           True: day
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: dog           True: dog
Pred: wood          True: wood
Pred: </s>          True: </s>

Pred: ge            True: ge
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: tem           True: tem
Pred: perature      True: perature
Pred: </s>          True: </s>

LOSS: 0.3258371651172638 
------------------------- 
Pred: driver        True: driver
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: v             True: v
Pred: it            True: it
Pred: amins         True: amins
Pred: </s>          True: </s>

Pred: s             True: s
Pred: alty          True: alty
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: neck          True: neck
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.6938631534576416 
------------------------- 
Pred: d             True: d
Pred: essert        True: essert
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: leg           True: leg
Pred: s             True: s
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: rel           True: rel
Pred: ax            True: ax
Pred: ing           True: ing
Pred: </s>          True: </s>

Pred: blank         True: blank
Pred: et            True: et
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.39237794280052185 
------------------------- 
Pred: home          True: home
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: click         True: click
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: cut           True: cut
Pred:  into         True:  into
Pred:  pieces       True:  pieces
Pred: </s>          True: </s>

Pred: d             True: d
Pred: iamond        True: iamond
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.7509006857872009 
------------------------- 
Pred: 19            True: 19
Pred: 46            True: 46
Pred: </s>          True: </s>

Pred: mount         True: mount
Pred: ain           True: ain
Pred: </s>          True: </s>

Pred: 18            True: 18
Pred: 889           True: 889
Pred: </s>          True: </s>

Pred: stars         True: stars
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.36085402965545654 
------------------------- 
Pred: sun           True: sun
Pred: flower        True: flower
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ital          True: ital
Pred: y             True: y
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: us            True: us
